,content,summary,pred_relevance
42,"BEIJING, June 20 (Reuters) - China's soybean imports from Brazil soared 40% in May, compared with a year-ago period, data showed on Tuesday, after big purchases of cheap beans arrived into Chinese ports.

The world's top buyer of soybeans imported 10.94 million metric tons of the oilseed from Brazil, its largest supplier, versus 7.79 million tons a year earlier, data from the General Administration of Customs showed.

Chinese buyers took advantage of this year's huge Brazilian soy crop and attractive prices to ramp up buying earlier this year.

After initial delays to the harvest and loading of Brazilian beans, cargoes have surged into Chinese ports, pushing total arrivals last month to 12 million tons, the largest volume ever in a single month.

The large May arrivals helped Brazil catch up on last year's shipments, with arrivals in the first five months of this year at 20.15 million tons, almost level with 20.47 million tons at this time a year ago.

Imports from the United States reached 923,529 tons, down 47% from the year-ago level.

Still, U.S. shipments for this year so far stand at 19.16 million tons, well above 16.77 million tons last year.

For corn, arrivals from the United States fell to 568,434 tons, down from 1.9 million tons a year ago.

Total Chinese corn imports in May contracted 20% to 1.66 million tons from last year, with Ukraine being the dominant supplier with 865,880 tons.

Last year, China's corn imports from Ukraine plunged in May to 126,727 tons, after Russia's invasion cut off shipments and before a special grain corridor was established to restart exports.","China's soybean imports from Brazil jumped 40% in May, according to data from the General Administration of Customs. The world's top buyer of soybeans imported 10.94 million metric tons of the oilseed from Brazil, its largest supplier, versus 7.79 million tons a year earlier. After initial delays to the harvest and loading of Brazilian beans, cargoes have surged into Chinese ports, pushing total arrivals last month to 12 million tons, the largest volume ever in a single month. Imports from the United States reached 923,529 tons, down 47% from the year-ago level. Total Chinese corn imports in May contracted 20% to 1.66 million tons from last year, with Ukraine being the dominant supplier with 865,880 tons.",0
43,"KUALA LUMPUR, June 20 (Reuters) - Malaysian palm oil futures inched up on Tuesday for a sixth straight session as the ringgit weakened and traders fretted about lower output estimates.

The benchmark palm oil contract FCPOc3 for September delivery on the Bursa Malaysia Derivatives Exchange gained 17 ringgit, or 0.45%, to 3,774 ringgit ($814.06) per metric ton by the midday break.

The market has been trading sideways since Monday as it is taking a breather after a strong rally last week in almost every global vegetable oils and oilseeds, Anilkumar Bagani, research head of Mumbai-based vegetable oils broker Sunvin Group.

Cargo surveyors are scheduled to release June 1-20 export data later in the day, with traders expecting a decline in shipment from the world's second largest producer.

The Southern Peninsula Palm Oil Millers' Association estimated June 1-15 production in some parts of Malaysia will fall 4.6% from the month before amid hot and dry weather, according to traders and analysts.

The ringgit MYR=, palm's currency of trade, fell 0.24% against the dollar, making the commodity cheaper for buyers holding foreign currency.

Dalian's most-active soyoil contract DBYcv1 rose 0.9%, while its palm oil contract DCPcv1 gained 0.8%. Soyoil prices on the Chicago Board of Trade BOcv1were up 0.05%.

Palm oil is affected by price movements in related oils as they compete for a share in the global vegetable oils market.","Malian palm oil futures inched up for a sixth straight session on Tuesday as the ringgit weakened and traders fretted about lower output estimates. The benchmark palm oil contract FCPOc3 for September delivery on the Bursa Malaysia Derivatives Exchange gained 17 ringgit, or 0.45%, to 3,774 ringgit ($814.06) per metric ton by the midday break. The market has been trading sideways since Monday as it is taking a breather after a strong rally last week in almost every global vegetable oils and oilseeds. The Southern Peninsula Palm Oil Millers' Association estimated June 1-15 production in some parts of Malaysia will fall 4.6% from the month before amid hot and dry weather, according to traders and analysts. The ringgit MYR=, palm's currency of trade, fell 0.24% against the dollar, making the commodity cheaper for buyers holding foreign currency. Dalian's most-active soyoil contract DBYcv1 rose 0.9%, while its palm oil Contract DCPcv1 gained 0.8%. Soyoil prices on the Chicago Board of Trade BOcv1were up 0.05%.",0
44,"Rapeseed prices on the Euronext exchange are actively growing

During June 8-15, the price of rapeseed on Euronext increased by 18.25 euros to 445 euros: dry weather in Canada and a decrease in estimates of the rapeseed crop in Australia contribute to the activation of buyers in the market.

More detailed information on the latest trends in oilseeds/vegoils and meals exports, supply and demand balances with breakdown by crop, price behavior, crop conditions and progress in harvesting/planting in the countries of Black Sea Region is available to subscribers for Online Analytics “Black Sea Vegoils” in the new innovative tool for agri market participants – AgriSupp by UkrAgroConsult. Subscribe to a 7-day free trial!

Start using analytical data and increase your efficiency now!

Register to get your demo access: http://agrisupp.com/en/register/1","Rapeseed prices on the Euronext exchange are actively growing due to dry weather in Canada and a decrease in estimates of the rapeseed crop in Australia. More detailed information on the latest trends in oilseeds/vegoils and meals exports, supply and demand balances with breakdown by crop, price behavior, crop conditions and progress in harvesting/planting in the countries of Black Sea Region. The new innovative tool for agri market participants is AgriSupp by UkrAgroConsult.",1
45,"Some studies show that carom seeds or ajwain may help fight peptic ulcers and improve indigestion. It is a go-to item in Indian household for digestion issues.

Dahi or curd contains which may boost digestive health by reducing the symptoms of common gastrointestinal disorders.

Cumin or jeera helps boost digestive health increasing the activity of digestive proteins. It may also provide relief to irritable bowel syndrome.

Mint leaves or pudina stimulate the digestive enzymes in the stomach and are an effective remedy to treat indigestion.

The enzymes present in papaya aid in digestion and help with issues related to it.

Coconut water is extremely popular in India and is rich in manganese that helps with bowel movements. It also prevents acidity.

Fennel seeds or saunf also help with digestion by reducing inflammation in the bowels and decreasing bacteria that cause gassiness.","Cumin or jeera, or carom seeds or ajwain, are popular Indian foods that may help fight peptic ulcers and improve indigestion. They are also popular in India and may also provide relief to irritable bowel syndrome. Studies show that these foods can also help with digestion by reducing inflammation in the bowels and decreasing bacteria that cause gassiness.",0
46,"Nina Karpynec, Clariant Adsorbents, head of sales, marketing and technical business development purification Americas, and Guido Appl, Clariant Adsorbents, head of sales, marketing and technical business development purification EMEA, outlines how the global company has fared in the past 12 months.
Can you outline how the past 12 months have been for Clariant Adsorbents? 
Guido: Last year continued to be another challenging year for the industry. In 2021, much like the year before, almost all the geographies and markets in which we operate were impacted by the global Covid-19 crisis. However, the business, last year, was more affected by the Russian invasion of Ukraine.
This affected European and Middle East market dynamics more than Asia and the Americas, including lower market predictability and greater swings in the supply-demand balance, paired with the need to adjust purification steps to fluctuating crops and oil qualities.
In addition, we have been facing raw material shortages and labour challenges such as a lack of drivers, transportation or external service and maintenance staff.
Within our operations, the Clariant Adsorbents team successfully managed these challenges by leveraging our unrivaled network of mining and production sites across the globe and Europe, thus ensuring supply of adsorbents through this critical time.
Wherever we could, we accelerated our cost reduction programmes. I am particularly proud of the safety records we achieved and our sustainability initiatives.
We often go the extra mile to ensure maximum safety for our colleagues while living our strong commitment to our sustainability journey. Overall, these efforts resulted in very robust business growth last year.
12 months on, how has the hike in energy prices alongside the war in Ukraine impacted the Adsorbents/Purification business?  
Guido: Over the last 10 years, we in the Adsorbents team have worked diligently on optimising our operational costs and improving our mining, production and service footprint so were able to absorb a sizeable portion of cost increases.
However, last year we were challenged with sudden, unprecedented cost hikes that we had never experienced before at such scale and speed.
Other players in the value chain faced the same challenges. We had to increase prices across a wider product portfolio as a necessary step due to the cumulative impact of these raw material cost hikes; challenges in the availability of some additives; and rapid rises in energy, labour and logistics costs.
In addition, we strive to secure economics for our long-term sustainability investment path. The uncertainty of gas supply was the sword of Damocles across both industry and private households in large parts of Europe. In the short term, it was a threat that we could mitigate through our production network.
However, as said, we have been further accelerating and investing in our vital sustainability programmes, such as the expansion of our natural-drying capacities, of which we expect to harvest benefits in the years ahead.
Are there any new developments or partnerships in the pipeline at Clariant Adsorbents? 
Nina: As my colleague mentioned above, Clariant, as well as every employee of our Business Unit Adsorbents & Additives team, is committed to bringing our purpose of ‘Greater chemistry between people and planet’ to life.
Innovating for sustainability plays a crucial part in that. We are looking into reducing our own carbon footprint in operations (scope 1 and 2 emissions) via investing in digitalisation, natural drying and a reduction in the use of fossil fuels. We are also focusing on emissions along the value chain (scope 3) taking every effort to reduce the carbon footprint of our sales products, which will ultimately reduce the scope 3 emissions of our customers.
Soon, we will be able to measure those with our new automated and externally certified carbon footprint calculator.
At Business Unit Adsorbents & Additives, we produce speciality adsorbents under the brand name Tonsil® for the pretreatment of feedstock used in bio and renewable fuel production.
As the market is facing increasingly diverse and harder-to-treat feedstock, growing fluctuating impurities and conflicting specifications, we are further improving our portfolio to ensure an optimum balance between targeted impurity removal, filtration/throughput, and optimised processing costs.
We are also proud to have completed the acquisition of BASF’s Attapulgite business in Quincy, Florida.
North America is a strategic region for Clariant with numerous growth opportunities in the edible oil and renewable fuel markets.
With our expertise, and via this acquisition, we will increase our production capacity to meet the growing demand for renewable fuels whilst also maintaining our supply integrity to the edible oils market, more specifically by expanding our Tonsil® range.
Tonsil® adsorbents are a gold standard for efficient and sustainable oils and fats purification. The product range has been used successfully to remove impurities from crude oils and fats for more than 100 years and we are investing in keeping this tradition tag going in the coming decades.
What are the new growth areas that the company has identified? 
Nina: We are constantly improving our products and are focused on what customers’ desire.
Our adsorbents have been used for decades for edible oil purification as well as within the pretreatment of waste oils and fats for the production of renewable fuels and sustainable aviation fuels.
Within edible oils the current focus is to support safe products without harmful impurities like 3-MCPD, GE or even MOSH and MOAH.
Customers who use our adsorbents within pretreatment are focused on removing impurities and keeping a high throughput, including hard-to-treat feedstocks at optimised total cost of ownership – independent of the feedstock they are using. With our Tonsil and Tonsil RNF product range, we are able to fulfill these needs. Our commitment to these industries is also amplified by our most recent acquisition in the US, which expands our global footprint and production network even further.
It is also interesting to look beyond current applications and new emerging growth opportunities.
Circularity is a key area in which we focus our search for growth opportunities – as it represents an untapped value pool where we are doing something good for our environment at the same time.
Last autumn, we launched a new product portfolio for purifying pyrolysis oil derived from plastic waste.
This new portfolio, consisting of our Clariant adsorbents and HD max catalysts, answers the need for flexible and economic solutions to remove a wide range of contaminants regardless of process configuration and plastic waste feedstock – and ultimately achieve cracker compatible pyrolysis oil.
So, supporting a circular economy for plastics, but also challenging ourselves on what we can do in terms of reducing dosages of our adsorbents at high performance, reusing, or even recycling them is high on our agenda to innovate for sustainability.
For the pretreatment of biofuel feedstocks, we follow exactly where the market takes us. Wherever there is growth, we are easily able to serve it, thanks to our unrivaled footprint of mines and factories in Asia, Europe and the Americas for manufacturing Tonsil RNF, speciality adsorbents used in renewable fuel production.
Currently, we see strong growth in biofuels in Europe, Southeast Asia and North America – underpinned by long-term, sustainable growth drivers and supported by mandatory blending targets and incentives for low carbon fuels.
In addition, we expect another strong surge in growth from the increased adoption of sustainable aviation fuels.
Looking ahead to the next 12 months, what are the challenges that the Clariant Adsorbents Team faces? 
Guido and Nina: Current challenges include energy costs and potential uncertainty, availability of crops due to the war on Ukraine and global transportation/shipping choke points.
Following recent discussions on e-fuels in Europe, it is fair to say that a global alignment of regions is still missing and the risk of changing government policies and incentives is evident.
Major market challenges are the limitations and dynamically changing. Regarding feedstock availability, we are confident that with innovation and our large portfolio we can cope with these ongoing issues.
Additionally, we are investing in mines and capacities in key growth regions. A good example is our recently completed acquisition of BASF’s facility in Quincy, Florida, as mentioned above.
For more information: Visit: clariant.com","Clariant Adsorbents, a global company, has seen its fortunes improve in the past 12 months due to the global Covid-19 crisis and the Russian invasion of Ukraine. The company is focused on reducing its own carbon footprint in operations (scope 1 and 2 emissions) via investing in digitalisation, natural drying and a reduction in the use of fossil fuels. Clariant is committed to bringing ‘Greater chemistry between people and planet’ to life and is looking into reducing its carbon footprint with its new automated and externally certified carbon footprint calculator.",0
47,"The 6 meals and items of Puri Jagannath Temple 'Mahaprasad' By: ET Online

The world-famous Jagannath Rath Yatra commenced on June 20, with lakhs of devotees from around the country reaching Puri in Odisha to offer prayers.

Not just during Rath Yatra, the Jagannath Temple in Puri offers Chhappan Bhog, which is called the Mahaprasad, where 56 items are served to Jagannath, Balaram and Subhadra, through the day.

The 56 items of the Mahaprasad are served through 6 meals over the day. Here's a look at them.

This is the time for breakfast of the deities. Gopal Ballav Bhoga consisting of coconut sweets (kora), khua, fauits, sweet popcorn (khai), etc are offered as early breakfast.

Sakala Dhupa (9.00 AM to 10.00 AM) The most important niti is Sakala Dhupa or Raj Bhoga where dishes like Kanti, Enduri, Jhilli, Mathapuli, Hansakeli, Ada pachedi, etc are served.

This bhoga is mainly prepared to meet the requirement of general public and other institutions.

Like Sakala Dhupa, this puja is also performed with sixteen Upacharas in the afternoon. The bhoga times are more in number such as cooked rice, curries, sweets, cakes of different kinds are offered in this dhupa.

After “Sandhya Alati” again Raj bhoga (Sandhya Dhupa) is offered to the Deities in the same manner as Sakala and Madhyahna Dhupa.

This is the last bhoga in which Pakhala (watered rice), Kadalibada, Khiri, Kanjc etc are offered to the deities.","The world-famous Jagannath Rath Yatra began on June 20, with thousands of devotees from around the country reaching Puri in Odisha to offer prayers. During this day, the Jagansath Temple in Puri offers Chhappan Bhog, which is called the Mahaprasad, where 56 items are served through 6 meals over the day. The most important niti is Sakala Dhupa or Raj Bhoga, where dishes like Kanti, Enduri, Jhilli, Mathapuli, Hansakeli, Ada pachedi, etc are served. This bhoga is mainly prepared to meet the requirement of general public and other institutions, and is offered as early breakfast. This is the last time Pakhala, Kadalibada, Khiri, Kanjc etc are offered to the deities.",0
48,"You'll be surprised to learn that wheat pasta has about 200 calories per serving, making it a healthy food choice. This pasta is fat-free and even aids in weight loss.

When dining in a restaurant, one of the best ways to start your meal is with a soup. Both vegetarians and non-vegetarians have a variety of soup options to choose from.

Consider salads with plenty of olives, spinach, and grilled or boiled chicken, fish, or eggs. Use olive oil as the salad dressing instead of creamy sauces like mayonnaise.

Grilled veggies with a choice of protein or meat A platter of grilled vegetables and protein or meat is a great way to stick to your diet while still indulging in a satisfying meal. This is due to the fact that grilling uses little to no oil, preserves nutrients, and results in juicy, delicious food.

Consider choosing Chicken Fajitas with the appropriate number of calories. Additionally, because it contains lean protein, which aids in weight loss. You can eat it along with a little bowl of beans or salsa.

This dish is a more nutritious substitute for the well-known chicken tikka masala, a dish of cubed chicken served in a rich, creamy sauce. The chicken is marinated in yogurt and spices before being cooked in a tandoor, a type of clay oven. ​

Even if you're trying to lose weight, sushi can still be a part of your diet. By choosing the traditional variety of sushi you can satisfy your appetite while consuming fewer calories.","When dining in a restaurant, one of the best ways to start your meal is with a soup. Consider a variety of soup options, such as salads with plenty of olives, spinach, and grilled or boiled chicken, fish, or eggs. Consider choosing Chicken Fajitas with the appropriate number of calories, as it contains lean protein and is a great way to stick to your diet while still indulging in a satisfying meal. Even if you're trying to lose weight, sushi can still be a part of your diet.",0
49,"Sunflower prices in Ukraine began to rise following vegetable oil markets

Stock market quotations for palm and soybean oil have been rising for 5 consecutive sessions, which is strengthening the demand for cheap Ukrainian sunflower oil, the prices of which recently fell to $670-680/t with delivery to the port, but rose to $700/t in a few days and even higher

Against the backdrop of rising sunflower oil prices, processors immediately raised the demand price for sunflower by 500-700 UAH/t to 14,000-14,500 UAH/t with delivery to the plant. In addition, sunflower prices were supported by the increase in demand prices for deliveries to the EU by $20-30/t, as well as a slight increase in the movement of ships through the grain corridor during the last week.

At the same time, the premium for high-oleic sunflower oil is only $40/ton. This shows that European buyers have not yet returned to the market.

According to Spike Brokers analysts, the asking prices are now:

The company’s experts note the oversaturation of offers in the German market, where most factories are supplied with raw materials until October-November, as well as significant volumes of Australian canola purchased by French processors. All this may lead to a decrease in rapeseed imports to Europe compared to the previous year. And low prices for rapeseed and rapeseed oil will restrain a possible rise in sunflower prices.

According to Spike Brokers, the demand prices for oil are:

The European soybean market is currently off-season. He expects a new crop and is under pressure from the supply of cheap Brazilian soybeans, so there is no significant change in quotations.","Sunflower prices in Ukraine have risen following vegetable oil markets, with stock market quotations for palm and soybean oil rising for 5 consecutive sessions. Prices for sunflower rose to $700/t in a few days and even higher than $670/t with delivery to the port. This increase was partly due to the increase in demand prices for deliveries to the EU by $20-30/t, as well as a slight increase in the movement of ships through the grain corridor during the last week. This shows that European buyers have not yet returned to the market, and low prices for rapeseed and rapeseed oil will restrain a possible rise in sunflower prices. The European soybean market is currently off-season due to a new crop and is under pressure from the supply of cheap Brazilian soybeans, so there is no significant change in quotations.",1
50,"The monsoon, the lifeblood of India's $3 trillion economy, delivers nearly 70% of the rain needed to water its farms and recharge reservoirs and aquifers. It also brings relief from the worst of the summer.

 India's stalled monsoon is likely to gain momentum in the next three to four days and could cover key rice, soybean, cotton and sugar cane growing region in the southern, central and western states, weather officials said on Tuesday.

This year, the formation of severe cyclone Biparjoy in the Arabian Sea delayed the onset of monsoon and restricted its progress to just a third of the country so far.

 Rains usually lash Kerala state, on India's southwest coast, from around June 1 and cover nearly half of the country by mid-June.



 Cotton, soybeans and pulses are mainly cultivated in central parts of the country, which is the biggest importer of vegetable oils and pulses, and the top cotton producer.

 ""Conditions are becoming favourable for strengthening of the monsoon. It will progress quickly from this weekend in central, western and northern parts of the country,"" said a senior official at the India Meteorological Department (IMD).



 ""Based on the information that we have now, it seems that monsoon rains will be good this week,"" said IMD Director General Mrutyunjay Mohapatra.

 India has so far in June received 33% lower rainfall than normal, although in some states the deficit is as high as 95%.

However, for the entire four-month season, the IMD has forecast an average amount of rainfall despite the formation of a possible El Nino weather phenomenon.

 The IMD has forecast below-average rains for June, with the monsoon expected to pick up in July, August and September.","The Indian Meteorological Department (IMD) has predicted that the monsoon, the lifeblood of India's $3 trillion economy, will gain momentum in the next three to four days and could cover key rice, soybean, cotton and sugar cane growing region in the southern, central and western states. This year, the formation of severe cyclone Biparjoy in the Arabian Sea delayed the onset of monsoon and restricted its progress to just a third of the country so far. The IMD has forecast below-average rains for June, with themonsoon expected to pick up in July, August and September. India has received 33% lower rainfall than normal, although in some states the deficit is as high as 95%.",0
51,"New-crop soybean and corn prices in Chicago rose 4% on the day

In the USA, on June 19, the newly introduced Day of Emancipation of Slaves (Juneteenth) was celebrated, dedicated to the complete abolition of slavery in the country after the Civil War. Exchanges were working yesterday, but government agencies were not, because the weekly report on the harvest in the USA will be released today. On Monday, on news about the lack of precipitation in the US corn belt, speculators actively bought futures for soybeans and corn of the new crop, which led to a price increase of 3.8-4%.

On the Chicago stock exchange, futures rose in price yesterday:
• November soybean futures – by 3.8% to $493.2/t (+8.3% for the week),
• November corn futures – up 4% to $235.2/t (+9% for the week), which is above the psychological level of $6/bushel.

Quotations for soybeans and corn of the new harvest reached the level of the prices of the old harvest during the week. This shows that traders do not expect a significant harvest and a decrease in prices in the new season. According to forecasts, in the next 7 days, hot weather will prevail in the Midwest of the USA without significant precipitation.

In Ukraine, 4 million hectares were sown with corn (4.405 million hectares in 2022 and 5.14 million hectares in 2021), which slightly exceeds the plan. Despite the lack of precipitation in May and June, the crops are in good condition, as temperatures remain in the range of 23-25 o C.

Thanks to the slight activation of the grain corridor, the export of corn from Ukraine for June 1-17 amounted to 1.3 million tons of corn (2 million tons in May), and in total since the beginning of the season – 28.18 million tons (22.9 million tons last year). although the USDA estimated it at 27 million tons.

Demand prices for corn deliveries to the Danube ports remain at $173-175/t, but demand for deliveries to the Black Sea ports has increased, but prices there are only $160-165/t.

The increase in world prices will support the prices of fodder corn and barley in Ukraine in the near future, but we should not expect a significant increase in prices.","On June 19, soybean and corn prices in Chicago rose 4% on the day of the newly introduced Day of Emancipation of Slaves (Juneteenth) was celebrated. On Monday, speculators actively bought futures for soybeans and corn of the new crop, which led to a price increase of 3.8-4%. On the Chicago stock exchange, futures rose in price yesterday: November soybean futures, November corn futures, and Ukraine's grain corridor. Despite the lack of precipitation in May and June, the crops are in good condition, as temperatures remain in the range of 23-25 o C. Demand for corn deliveries to the Danube ports remain at $173-175/t, but demand for deliveries to Black Sea ports has increased, but prices there are only $160-165/t. This increase in world prices will support the prices of fodder corn and barley in Ukraine in the near future, but we should not expect a significant increase in prices.",0
52,"Wall Street Journal writer Shannon Najmabadi reported on Saturday that, “Were this a normal mid-June morning, farmer Gary Millershaski would be looking out at waist-high fields of golden wheat almost ready to be harvested.

“Instead, he’s standing on a patch of mud, plucking at thin stalks of wheat that poke less than a foot out of the ground.

The Journal article explained that, “Around a third of the winter wheat grown nationwide is expected to be abandoned because it is uneconomical to harvest it this year. It is the highest rate of abandonment since 1917, exceeding the rate of wheat abandoned during the 1930s Dust Bowl.

“There is enough winter wheat for domestic consumption but volatile world market conditions have motivated U.S. mills to import wheat for flour, and the hit to U.S. farmers is acute.

“Abandoned fields will be left out for cattle to graze on, slashed and used as hay or killed with chemicals so farmers can collect on crop insurance and get new seeds into the ground.”

Najmabadi pointed out that, “Other Plains states like Oklahoma and Texas are expected to abandon wheat at even higher rates than Kansas.

“Kansas is the top winter-wheat producing state in the country. The U.S. is among the top five global exporters of wheat.”

“Recent downpours have helped revive some wilting wheat fields, particularly in the northwest part of the state, and offered hope that milo, corn and other crops being planted now will flourish.

“But for many places, the May and June rain is too late.”

Recall, however, that global wheat production is currently forecast at a record high level.

Dow Jones writer Yusuf Khan reported on Friday that, “Prices for wheat and corn have ticked higher over the last week since the explosion of the Kakhovka dam in Ukraine, however ample supplies and forecasts of record crops in the coming year are likely to keep prices in check, analysts say.”

Nonetheless, Kirk Maltais reported on Friday at The Wall Street Journal Online that, “Growing drought conditions across the U.S. Corn Belt this summer could take a bite out of what was expected to be a strong crop of corn, wheat and soybeans.”

Also on Friday, Reuters writer Julie Ingwersen reported that,

“The U.S. Department of Agriculture in May projected record-large U.S. corn and soybean harvests for 2023, but those targets are in jeopardy due to problematic weather as the summer growing season unfolds.”

In other news, Bloomberg writer Hallie Gu reported today that, “China is bracing for more extreme weather in coming days, bringing further risks to grain production across the nation.

“While high temperatures in northern areas could affect corn planting and harm wheat crops, heavy rains are likely to hurt rice in key southern growing regions, according to a report from the National Meteorological Center.”

And Reuters writer Dominique Patton reported today that, “China’s soybean imports from Brazil soared 40% in May, compared with a year-ago period, data showed on Tuesday, after big purchases of cheap beans arrived into Chinese ports.

“The world’s top buyer of soybeans imported 10.94 million metric tons of the oilseed from Brazil, its largest supplier, versus 7.79 million tons a year earlier, data from the General Administration of Customs showed.”","On Saturday, Wall Street Journal writer Shannon Najmabadi reported that around a third of the winter wheat grown nationwide is expected to be abandoned due to poor weather. This is the highest rate of abandonment since 1917, exceeding the rate of wheat abandoned during the 1930s Dust Bowl. Other Plains states like Oklahoma and Texas are expected to abandon wheat at even higher rates than Kansas, and global wheat production is currently forecast at a record high level. However, recent downpours have helped revive some wilting wheat fields, particularly in the northwest part of the state, and offered hope that milo, corn and other crops being planted now will flourish. Reuters writer Dominique Patton reported today that, “China is bracing for more extreme weather in coming days, bringing further risks to grain production across the nation.",0
53,"India's stalled monsoon is likely to gain momentum in the next three to four days and could cover key rice, soybean, cotton and sugar cane growing region in the southern, central and western states, weather officials said on Tuesday.

The monsoon, the lifeblood of India's $3 trillion economy, delivers nearly 70% of the rain needed to water its farms and recharge reservoirs and aquifers. It also brings relief from the worst of the summer.

Rains usually lash Kerala state, on India's southwest coast, from around June 1 and cover nearly half of the country by mid-June.

This year, the formation of severe cyclone Biparjoy in the Arabian Sea delayed the onset of monsoon and restricted its progress to just a third of the country so far.

""Conditions are becoming favourable for strengthening of the monsoon. It will progress quickly from this weekend in central, western and northern parts of the country,"" said a senior official at the India Meteorological Department (IMD).

Cotton, soybeans and pulses are mainly cultivated in central parts of the country, which is the biggest importer of vegetable oils and pulses, and the top cotton producer.

India has so far in June received 33% lower rainfall than normal, although in some states the deficit is as high as 95%.

""Based on the information that we have now, it seems that monsoon rains will be good this week,"" said IMD Director General Mrutyunjay Mohapatra.

The IMD has forecast below-average rains for June, with the monsoon expected to pick up in July, August and September.

However, for the entire four-month season, the IMD has forecast an average amount of rainfall despite the formation of a possible El Nino weather phenomenon.

A strong El Nino, marked by a warming of the sea surface on the Pacific Ocean, can cause severe drought in Southeast Asia, India and Australia, while drenching other parts of the world such as the U.S. Midwest and Brazil with rain.

The emergence of a strong El Nino triggered back-to-back droughts in 2014 and 2015 for only the fourth time in over a century, pushing Indian farmers into extreme poverty.","India's stalled monsoon is likely to gain momentum in the next three to four days and could cover key rice, soybean, cotton and sugar cane growing regions in the southern, central and western states. The monsoon delivers nearly 70% of the rain needed to water its farms and recharge reservoirs and aquifers, and brings relief from the worst of the summer. The formation of severe cyclone Biparjoy in the Arabian Sea delayed the onset of monsoon and restricted its progress to just a third of the country so far. India has so far received 33% lower rainfall than normal, although in some states the deficit is as high as 95%. The IMD has forecast below-average rains for June, with the monsoon expected to pick up in July, August and September. A strong El Nino, marked by a warming of the sea surface on the Pacific Ocean, can cause severe drought in Southeast Asia, India and Australia.",0
54,"The India Meteorological Department (IMD) said that India’s stalled monsoon is likely to gain momentum in the next 3-4 days and could cover key rice, soybean, cotton and sugarcane growing regions in the southern, central and western states.

In a release, the weather office said that heat wave conditions over East India and the adjoining areas is likely to abate gradually from today onwards and that conditions are favourable for further advance of southwest monsoon over some more parts of south Peninsular India, some parts of Odisha, some more parts of Gangetic West Bengal, Jharkhand, Bihar and East Uttar Pradesh during next 2-3 days. It also stated that very heavy to extremely heavy falls over Northeast India and Sub-Himalayan West Bengal and Sikkim very likely will continue during next 2 days and decrease gradually thereafter. So far in June, India has received 33 per cent lower rainfall than normal, although in some states the deficit is as high as 95 per cent.

The agriculture sector is one of the worst-hit sectors during heatwaves in India, which significantly contributes to the economy. The sector accounts for around 16 per cent of the country’s GDP. The rising temperature and heat wave conditions also affect labour productivity, crop production and quality causing lower yields. Furthermore, the decline in agricultural output leads to a decline in farmers’ income, rise in food prices and inflation, affecting rural demand and consumption, and subsequently the overall economy.

According to the recent data, retail inflation declined to a 25-month low of 4.25 per cent in May mainly on favourable base effect and also on account of softening prices of food and fuel items. Food Inflation was at 2.91 per cent in May, lower than 3.84 per cent in April. The food basket accounts for nearly half of the CPI. In the event of poor monsoon and heat wave condition, the Indian economy could go back into the period of growing inflation.

Monsoon in India delivers nearly 70 per cent of the rain needed to water its farms and recharge reservoirs and aquifers, while bringing relief from the worst of the summer. The IMD has forecast below-average rains for June, with the monsoon expected to pick up in July, August and September.

The IMD said that light to moderate rainfall at most places with isolated heavy to extremely heavy rainfall is very likely over East Rajasthan on 19th June, isolated heavy to very heavy rainfall on 20th June and isolated heavy rainfall on 21st June. Further, light to moderate rainfall at most places is likely with isolated heavy to very heavy rainfall over Northwest Madhya Pradesh on 19th, 20th and 21st with extremely heavy rainfall at isolated places on 20th June. Light to moderate rainfall at most places is likely with isolated heavy rainfall over adjoining areas of Northeast Madhya Pradesh on 20th June. Light to moderate rainfall at most places is likely with isolated heavy rainfall over Southwest Uttar Pradesh on 20th and 21st June.","The India Meteorological Department (IMD) has forecast that the stalled monsoon is likely to gain momentum in the next 3-4 days and could cover key rice, soybean, cotton and sugarcane growing regions in the southern, central and western states. Heat wave conditions over East India and the adjoining areas are likely to abate gradually from today onwards and that conditions are favourable for further advance of southwest monsoon over some more parts of south Peninsular India. The agriculture sector is one of the worst-hit sectors during heatwaves in India, which significantly contributes to the economy. The decline in agricultural output leads to a decline in farmers’ income, rise in food prices and inflation, affecting rural demand and consumption, and subsequently the overall economy. According to the recent data, retail inflation declined to a 25-month low of 4.25 per cent in May mainly on favourable base effect and also on account of softening prices of food and fuel items.",0
